,adult,budget,genres,id,original_language,original_title,overview,popularity,production_companies,runtime,spoken_languages,status,vote_average,vote_count
10003,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",35384,en,Down and Derby,"A local Pinewood Derby competition transforms an average group of dads into overzealous rivals desperate to build the winning car. As egos swell, the kids are lucky if they get to pick the paint color. While the dads are busy with outlandish gimmicks and sabotage, the underestimated scouts pull together and discover the true meaning of sportsmanship.",0.470117,"[{'name': 'Stonehaven Media', 'id': 5546}, {'name': 'Pure Entertainment', 'id': 95187}]",90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.1,5.0
23739,False,0,"[{'id': 878, 'name': 'Science Fiction'}]",64627,de,Operation Ganymed,"A spaceship returns to Earth after several years of space exploration and finds it desolate. Landing in what they believe is Mexico, the crew decides to travel north, and try to find out what happened to Earth during the years they were gone.",0.68213,"[{'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Pentagramma Filmproduktion GmbH & Co. Rainer Erler', 'id': 70154}]",118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,3.3,3.0
42578,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",362409,en,Trash Fire,A man forced to confront his past when he and his girlfriend end up entangled in a web of lies.,1.914827,"[{'name': 'Snowfort Pictures', 'id': 7787}, {'name': 'Circle of Confusion', 'id': 23921}]",91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.2,19.0
36662,False,0,[],217247,pl,Dolina Issy,"The film evokes a childhood in rural Lithuania between the wars. A country boy, Tomaszek, lives on a rich estate, situated on the Polish border. He realizes that the Issa Valley he lives in is to be torn apart by internal political conflicts and unrests among the mixed population of Poles, Lithuanians, Jews and Russians. He, however, is captivated by a paradise surrounding him, the forest, and his fantasies.",0.473698,[],110.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,5.0,1.0
3196,False,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",43368,en,The Big Trees,"In 1900, unscrupulous timber baron Jim Fallon plans to take advantage of a new law and make millions off California redwood. Much of the land he hopes to grab has been homesteaded by a Quaker colony, who try to persuade him to spare the giant sequoias...but these are the very trees he wants most. Expert at manipulating others, Fallon finds that other sharks are at his own heels, and forms an unlikely alliance.",0.9660639999999999,"[{'name': 'Warner Bros.', 'id': 6194}]",89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,7.0
30944,False,0,[],200117,it,Il mantenuto,,0.004561,[],,[],Released,0.0,0.0
8710,False,0,"[{'id': 18, 'name': 'Drama'}]",38714,en,Save the Tiger,A businessman's professional struggles begin to conflict with his personal life over the course of two days.,0.974663,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Filmways Pictures', 'id': 1138}, {'name': 'Jalem Productions', 'id': 11496}, {'name': 'Cirandinha Productions', 'id': 17348}]",100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.1,18.0
12851,False,15000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",10185,en,The Midnight Meat Train,"The photographer Leon lives with his girlfriend and waitress Maya waiting for a chance to get in the photo business. When Maya contacts their friend Jurgis, he schedules a meeting for Leon with the successful owner of arts gallery Susan Hoff; she analyzes Leon's work and asks him to improve the quality of his photos. During the night, the upset Leon decides to wander on the streets taking pictures with his camera, and he follows three punks down to the subway station; when the gang attacks a young woman, Leon defends her and the guys move on. On the next morning, Leon discovers that the woman is missing. He goes to the police station, but Detective Lynn Hadley does not give much attention to him and discredits his statement. Leon becomes obsessed to find what happened with the stranger and he watches the subway station. When he sees the elegant butcher Mahogany in the train, Leon believes he might be a murderer and stalks him everywhere, in the beginning of his journey to the darkness.",13.389735,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'GreeneStreet Films', 'id': 2152}, {'name': 'Midnight Picture Show', 'id': 22056}]",98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,6.0,294.0
28524,False,0,"[{'id': 99, 'name': 'Documentary'}]",160874,en,The Third Reich: The Rise & Fall,"THIRD REICH: THE RISE &amp; FALL tells the story of Hitler's Germany through rarely seen films of the people who were there. Immersive and evocative, it takes viewers inside the Germany of the 20s, 30s, and early 40s, through the use of rare and never-before-seen home movies, Nazi propaganda films and other contemporaneous material. The narrative consists of personal recollections culled from German's diaries, journals and letters. The end result is an intimate, richly nuanced and authentic portrait of the Third Reich and its people.",0.376485,[],180.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,9.0,4.0
37365,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",43833,en,Q Planes,An eccentric Scotland Yard inspector (Ralph Richardson) thinks something beamed from a spy ship is dropping planes.,0.441487,"[{'name': 'Irving Asher Productions', 'id': 73658}]",82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,3.0
18267,False,7700000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",101173,en,Coriolanus,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",6.9146149999999995,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Synchronistic Pictures', 'id': 1260}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Atlantic Swiss Productions', 'id': 22310}, {'name': 'Hermetof Pictures', 'id': 23558}, {'name': 'Magna Films', 'id': 23559}, {'name': 'Kalkronkie', 'id': 23560}, {'name': 'Artemis Films', 'id': 23561}, {'name': 'Lonely Dragon', 'id': 23563}, {'name': 'Magnolia Mae Films', 'id': 44091}]",123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.9,133.0
30036,False,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",118794,ru,Корова,Animated short based on the story of the same name by Andrei Platonov.,0.020853,[],10.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,6.8,6.0
11991,False,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",23861,en,Command Decision,High-ranking officers struggle with the decision to prioritize bombing German factories producing new jet fighters over the extremely high casualties the mission will cost.,0.803021,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.5,6.0
9252,False,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",11366,ja,うずまき,"In a small town in Japan, Kirie comes upon her boyfriend's father silently videotaping a snail. Later, the mans obsession with spirals becomes more and more bizarre, ending in his suicide in a washing machine which turn his body into a spiral. Soon other inhabitants become possessed with different forms of spirals.",3.3799639999999997,"[{'name': 'Omega Micott Inc.', 'id': 5284}, {'name': 'Shogakukan', 'id': 9149}, {'name': 'Space Shower TV', 'id': 66411}]",90.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,6.0,49.0
10780,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",31416,en,The Wind,"Letty moves to West Texas from the East and it seems that the wind always blows and the sand gets everywhere. While living with relatives, she finds that she is not welcomed by the wife. With no where to go, she marries a man who disgusts her. Her new home is a small shack with the wind and the sand constant companions. When it is necessary for most of the men to go out into the sand storm, one stays back to have his way with Letty and that costs both of them. Written by Tony Fontana",1.347008,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.8,22.0
35377,False,0,"[{'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",363478,en,I'm Not Ready for Christmas,"Holly finds her world turned upside-down when she suddenly finds herself incapable of lying. (Don’t you hate when that happens?) It’s because of a wish her niece made to Santa Claus. And now, with Christmas coming up fast, she has to come to terms with her natural penchant to want to fib while trying to do the right thing. And that’s no lie.",0.947398,[],84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.8,8.0
12208,False,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",17460,fr,La faute à Fidel!,A 9-year-old girl weathers big changes in her household as her parents become radical political activists in 1970-71 Paris.,1.871922,[],99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,6.9,9.0
1266,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",41801,en,Female Perversions,"An ambitious female attorney wallows in excess and meaningless sex with both male and female partners, while dealing with her personal life problems including helping her kleptomaniac sister.",2.273475,"[{'name': 'Degeto Film', 'id': 986}, {'name': 'Kinowelt Filmproduktion', 'id': 2051}, {'name': 'Mindy Affrime', 'id': 60710}]",119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.4,10.0
40122,False,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",28340,en,The Invisible Maniac,An invisible scientist escapes from an asylum and teaches high-school physics to nubile teens.,0.885077,"[{'name': 'Republic Pictures (II)', 'id': 10348}, {'name': 'Smoking Gun Pictures', 'id': 45984}]",86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,4.0,7.0
42529,False,0,"[{'id': 18, 'name': 'Drama'}]",254123,en,世界で一番美しい夜,"Betrayed and disgraced, big-city reporter Kazuya Mizuno is banished to a desk at Kaname's boring little town newspaper. But Kaname isn't as boring as it seems on the surface. Not with characters around like Shimeko, a girl genius with a childlike lack of propriety, and her ace fisherman/folk-singer dad. Or the overbearing and unpleasant local Shinto priest, a former Christian cultist. Or Endo, Kazuya's new colleague, a bitter drunk after his son's suicide. Or Kin, a former terrorist, now a hermit on his boat engaging in secret ""research."" Or perhaps most importantly Teruko, the hypnotically beautiful bar owner, the focus of all manner of innuendo and intrigue. Something mysterious, even mystical, is going on Kaname, and hapless Kazuya is about to be thrown into the middle of it.",1.383281,[],160.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,7.7,3.0
35681,False,0,"[{'id': 99, 'name': 'Documentary'}]",178189,en,"Inner Worlds, Outer Worlds","There is one vibratory field that connects all things. It has been called Akasha, Logos, the primordial OM, the music of the spheres, the Higgs field, dark energy, and a thousand other names throughout history. The vibratory field is at the root of all true spiritual experience and scientific investigation. It is the same field of energy that saints, Buddhas, yogis, mystics, priests, shamans and seers, have observed by looking within themselves. Many of history's monumental thinkers, such a Pythagoras, Kepler, Leonardo DaVinci, Tesla, and Einstein, have come to the threshold of this great mystery. It is the common link between all religions, all sciences, and the link between our inner worlds and our outer worlds.",0.438376,"[{'name': 'REM Publishing Ltd', 'id': 67025}]",122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.3,3.0
19008,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",50077,de,Berlin '36,"Berlin 36 is a 2009 German film telling the fate of Jewish athlete Gretel Bergmann in the 1936 Summer Olympics. She was replaced by the Nazi regime by an athlete later discovered to be a man. The film is based on a true story and was released in Germany on September 10, 2009.  Reporters at Der Spiegel challenged the historical basis for many of the events in the film, pointing to arrest records and medical examinations indicating German authorities did not learn Dora Ratjen was male until 1938.",0.727165,[],100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,4.0,7.0
4513,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",13403,en,Hedwig and the Angry Inch,"Hansel Schmidt, is a young East German boy, born and raised during the Cold War in communist East Berlin. In his 20s, he meets Luther Robinson, an older American soldier, who falls in love with Hansel and the two decide to marry, which will allow Hansel to leave communist East Germany for the West.  But, in order to marry, Hansel must undergo a sex-change. However, the procedure does not go perfectly and Hansel becomes not a trans woman, but a 'genderqueer', Hedwig.  Back in the USA, on their first wedding anniversary, Luther leaves Hedwig for another man. On  that same day the news headlines were of the fall of the Berlin Wall and freedom.  Hedwig tours the  US with her rock band and relates her life story while following her ex-boyfriend/band-mate Tommy Speck (to whom she gives the stage name ""Tommy Gnosis""), who stole her songs and rose to fame.",4.446806,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Killer Films', 'id': 1422}]",95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,7.4,81.0
85,False,38000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",10534,en,White Squall,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,9.568603999999999,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'Scott Free Productions', 'id': 1645}]",129.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,6.3,86.0
